RIC_Olink_1,RIC_Olink_2,RIC_Olink_3,Mean value,CV%
1669.06389,1671.76185,2028.55845,1789.79473,11.55%
1891.46375,1654.3097,1825.93734,1790.570263,6.84%
1962.28494,1658.9265,1759.26754,1793.492993,8.62%
1796.28059,1636.89017,1950.53772,1794.569493,8.74%
1730.48091,1731.90145,1921.98523,1794.789197,6.14%
2025.0599,1549.53569,1815.03483,1796.543473,13.26%
1891.18225,1642.14963,1857.34815,1796.893343,7.52%
1932.33191,1598.50228,1868.52901,1799.787733,9.85%
1824.43727,1713.82429,1870.23982,1802.833793,4.46%
1971.9395,1455.59959,1984.50052,1804.013203,16.73%
1919.55148,1784.70866,1715.12534,1806.461827,5.75%
1758.41946,1794.53858,1866.46583,1806.474623,3.04%
1926.95604,1677.83803,1844.71133,1816.5018,6.99%
1842.8476,1626.9243,1983.47799,1817.749963,9.88%
2152.77352,1717.31862,1588.1027,1819.39828,16.26%
2108.74569,1469.64865,1914.24771,1830.880683,17.89%
1970.11973,1591.98872,1937.88724,1833.331897,11.43%
2076.2661,1755.52325,1676.05504,1835.94813,11.54%
1914.95099,1570.28781,2027.05899,1837.432597,12.96%
2050.05542,1738.63517,1723.83469,1837.508427,10.03%
2086.05246,1448.43635,1979.06178,1837.850197,18.58%
1951.42322,1615.4533,1951.05869,1839.311737,10.54%
1989.63751,1529.90913,2005.25023,1841.598957,14.66%
1963.02292,1698.00163,1868.68643,1843.236993,7.29%
2016.84131,1546.62012,1974.57392,1846.011783,14.09%
1802.79156,1783.29774,1971.82412,1852.637807,5.60%
1906.7334,1635.26259,2019.40789,1853.801293,10.65%
2022.72049,1599.04445,1943.54392,1855.102953,12.14%
1859.29444,1859.29444,1862.25522,1860.281367,0.09%
1906.51427,1749.21569,1926.58105,1860.770337,5.22%
2082.02268,1868.27269,1640.9551,1863.750157,11.83%
2021.90195,1665.43024,1914.19664,1867.176277,9.79%
2208.14377,1499.33305,1897.08031,1868.18571,19.02%
1972.76935,1650.77367,1989.11281,1870.885277,10.20%
1969.25584,1599.56169,2067.04137,1878.619633,13.12%
2049.31732,1598.84566,2002.70289,1883.621957,13.15%
1955.22593,1631.46363,2066.25295,1884.31417,11.99%
2184.56757,1601.73964,1870.2216,1885.509603,15.47%
2109.10734,1581.21779,1976.84541,1889.056847,14.54%
2126.48678,1458.56996,2086.46467,1890.507137,19.81%
1939.34712,1805.21615,1928.2506,1890.937957,3.94%
1982.29792,1842.00041,1878.88385,1901.060727,3.83%
2009.33964,1595.64148,2112.91478,1905.9653,14.36%
2301.98397,1544.91954,1876.77258,1907.89203,19.89%
1943.48538,1722.44684,2072.70903,1912.880417,9.26%
1984.73472,1508.78454,2248.14546,1913.88824,19.58%
2059.61727,1642.07898,2042.19136,1914.629203,12.34%
1830.8693,1918.98915,2026.29245,1925.383633,5.08%
1829.50994,1912.5882,2035.80615,1925.968097,5.39%
2132.90515,1718.71543,1926.46187,1926.027483,10.75%
1997.3216,1790.1791,2001.30516,1929.601953,6.26%
2074.11862,1747.10519,1972.75533,1931.32638,8.67%
1984.55258,1849.59485,1969.09986,1934.415763,3.82%
2390.80905,1619.6861,1853.40706,1954.63407,20.23%
2075.82194,1740.2097,2093.19248,1969.741373,10.10%
2202.01038,1607.82562,2111.35852,1973.731507,16.22%
1872.3039,2036.91018,2022.52235,1977.245477,4.61%
2323.22215,2434.96523,1271.90352,2010.0303,31.92%
2653.21297,1551.28387,1828.56914,2011.021993,28.50%
2111.26502,1889.49851,2092.95209,2031.23854,6.06%
2518.18492,2187.39167,1425.51986,2043.698817,27.42%
2563.27823,1738.6194,1842.73258,2048.21007,21.93%
2586.05183,1633.91757,1965.71595,2061.895117,23.44%
2207.48504,2281.72353,1853.54228,2114.250283,10.82%
2644.21713,2769.07918,1113.54023,2175.61218,42.37%
2298.71747,1897.56357,2352.71404,2182.99836,11.39%
2121.10134,2121.10134,2349.48395,2197.228877,6.00%
2153.57447,1965.02657,2787.84438,2302.148473,18.72%
2427.19284,2454.18928,2121.10134,2334.161153,7.93%
2422.95109,2156.51223,2463.85615,2347.773157,7.11%
2833.78898,2211.05291,2050.199,2365.01363,17.50%
3225.13262,2151.98277,1837.06504,2404.72681,30.26%
2352.71404,2352.71404,2543.74244,2416.390173,4.56%
2630.76669,2228.74433,2392.86651,2417.459177,8.36%
3037.08544,2204.71435,2019.8926,2420.56413,22.39%
3129.87861,2066.18542,2074.9685,2423.67751,25.23%
2546.09416,2379.99267,2361.23623,2429.107687,4.19%
2858.26004,2619.64821,1825.50075,2434.469667,22.21%
2815.34979,1923.1637,2621.96589,2453.493127,19.13%
2991.06167,1955.75882,2427.94524,2458.255243,21.08%
2512.3975,2330.60539,2541.18079,2461.39456,4.64%
2979.20368,2243.96104,2163.68257,2462.28243,18.25%
2714.61769,2440.36395,2292.45511,2482.478917,8.63%
2825.21141,1988.69176,2653.9529,2489.285357,17.75%
2325.80365,2121.92672,3065.485,2504.405123,19.82%
2749.11686,2567.04842,2239.90607,2518.69045,10.24%
2463.85615,2463.85615,2634.72197,2520.811423,3.91%
2989.10473,2309.82389,2273.59868,2524.175767,15.97%
2747.95693,2617.55254,2244.16582,2536.55843,10.31%
2855.08921,2176.38429,2582.4784,2537.983967,13.46%
2719.38653,2199.15756,2731.07574,2549.873277,11.91%
2669.78419,2471.73355,2634.70677,2592.074837,4.08%
2943.53615,2427.93543,2440.47254,2603.981373,11.30%
2632.02247,2565.33448,2627.9998,2608.45225,1.43%
2926.52304,2523.28551,2387.62174,2612.476763,10.73%
3851.20536,1835.4586,2158.00614,2614.890033,41.41%
2627.28264,2555.65794,2681.38989,2621.44349,2.41%
2761.54484,2273.7832,2951.6957,2662.341247,13.13%
3174.30766,2229.94656,2736.54309,2713.599103,17.42%
3507.74618,2118.35476,2631.23993,2752.446957,25.53%
2537.14031,2905.68261,2856.80681,2766.543243,7.24%
3575.21391,2328.45571,2429.34654,2777.672053,24.93%
3305.69436,2676.97061,2546.01469,2842.89322,14.29%
2893.67143,2472.96196,3195.36832,2854.00057,12.71%
3230.37356,2790.6261,2987.04483,3002.681497,7.34%
4900.59326,4158.10297,4952.26004,4670.318757,9.51%
6215.42277,5405.79945,2622.03235,4747.751523,39.70%
4772.23996,4568.02983,5106.01845,4815.429413,5.64%
6871.617,4706.57169,3067.48899,4881.89256,39.09%
5758.75756,5487.16403,3409.59894,4885.17351,26.31%
5257.77572,4673.38341,4841.81802,4924.325717,6.11%
4673.32055,4293.53942,5865.442,4944.100657,16.59%
6249.60238,4918.30241,3748.27583,4972.060207,25.17%
6173.70306,5191.56752,3676.89849,5014.056357,25.09%
6228.13285,5698.38134,3271.22152,5065.911903,31.12%
6757.30802,5151.16967,3371.63633,5093.37134,33.25%
5284.20857,5021.01933,5013.50086,5106.24292,3.02%
5439.39741,5046.91002,4896.76382,5127.690417,5.46%
4984.67627,4787.11415,6098.03962,5289.943347,13.36%
6349.26362,4998.51568,4610.65412,5319.477807,17.16%
6669.5987,4835.05213,4639.49402,5381.381617,20.81%
6012.5604,5062.55271,5205.20212,5426.771743,9.44%
6883.93027,5215.79367,4389.66461,5496.46285,23.12%
6736.00757,5858.98204,3941.13493,5512.041513,25.93%
6475.35225,4921.87286,5416.86091,5604.69534,14.16%
7477.30176,4923.56858,4595.2216,5665.36398,27.85%
6090.09606,6376.15946,4604.14751,5690.134343,16.72%
5498.7799,4176.73558,7417.7586,5697.758027,28.60%
6573.17108,5150.39685,5446.40801,5723.325313,13.12%
6534.82274,4972.34178,5678.48084,5728.548453,13.66%
5820.03053,5598.77161,5836.85721,5751.88645,2.31%
5685.04226,4952.37601,6652.32545,5763.247907,14.79%
7018.14659,5140.53135,5198.45783,5785.711923,18.45%
6301.40339,5459.57285,5654.40998,5805.12874,7.59%
6142.27275,5675.56638,5668.00557,5828.6149,4.66%
5471.31874,5540.44508,6531.08191,5847.615243,10.14%
5813.191,5487.07685,6281.58364,5860.617163,6.81%
6802.37714,5750.78079,5070.19389,5874.450607,14.86%
7308.32973,5264.03533,5148.53388,5906.966313,20.57%
6500.90145,6040.5713,5195.33457,5912.269107,11.20%
5944.90359,5386.06375,6508.13018,5946.36584,9.43%
6762.5815,6123.11044,4975.14679,5953.61291,15.21%
7317.66672,5323.5411,5255.77211,5965.659977,19.64%
5739.8407,5778.56424,6429.80335,5982.736097,6.48%
8011.18617,4767.4693,5174.37736,5984.344277,29.53%
6062.26201,5429.35877,6485.21792,5992.279567,8.87%
7300.80254,5586.68141,5121.94818,6003.144043,19.12%
6697.73496,5383.66337,5942.38687,6007.9284,10.98%
5435.02254,5439.81458,7167.12347,6013.986863,16.61%
6521.37306,4720.48969,6837.75421,6026.538987,18.95%
7435.8216,5104.51646,5629.96675,6056.76827,20.19%
6528.97059,5286.47075,6370.40763,6061.949657,11.16%
5870.19248,5271.62997,7060.33039,6067.38428,15.01%
8340.57748,6397.96954,3502.28371,6080.27691,40.04%
5862.75562,5160.40136,7251.18921,6091.44873,17.47%
7525.44652,4914.34208,5842.11274,6093.967113,21.72%
6193.0091,5384.49731,6730.38232,6102.629577,11.10%
5569.32308,6177.87631,6582.06708,6109.75549,8.34%
6658.73653,5293.01646,6386.67838,6112.810457,11.83%
6777.65269,5961.05239,5603.14054,6113.94854,9.85%
6459.4256,6157.36594,5732.85667,6116.549403,5.97%
6409.46379,4470.60642,7484.04034,6121.370183,24.95%
6658.78236,5146.72189,6582.54087,6129.348373,13.90%
6067.69803,5715.48047,6612.04944,6131.742647,7.37%
6823.35004,5080.10953,6494.39781,6132.619127,15.10%
6956.52184,5089.56432,6365.00803,6137.031397,15.55%
6618.42071,4617.58669,7202.46316,6146.156853,22.06%
6076.79278,5767.92509,6601.70999,6148.809287,6.86%
6250.94354,5545.10926,6689.45957,6161.837457,9.37%
5908.2541,5593.71969,6991.70886,6164.560883,11.90%
6342.16852,5310.20985,6887.46132,6179.946563,12.96%
5788.73955,6228.45332,6567.5991,6194.930657,6.30%
8704.9446,4983.39714,4937.82909,6208.72361,34.82%
5440.22204,5699.03086,7515.74239,6218.331763,18.19%
6099.40982,5178.55677,7400.13825,6226.034947,17.93%
5976.09835,6212.36268,6557.55862,6248.673217,4.68%
6509.12081,5781.29105,6587.65226,6292.68804,7.07%
6470.30317,6212.07196,6346.70429,6343.026473,2.04%
6965.96049,4787.22641,7300.88174,6351.356213,21.49%
7096.87337,5624.43751,6339.37014,6353.56034,11.59%
6351.71342,5456.9266,7260.60739,6356.415803,14.19%
6639.08931,5967.34412,6505.48279,6370.63874,5.58%
6220.54876,5808.80117,7126.0424,6385.130777,10.55%
6452.98851,6245.93729,6466.33573,6388.42051,1.93%
7783.51698,5412.03523,6038.43317,6411.32846,19.17%
7311.70646,5625.84281,6300.0666,6412.538623,13.23%
6295.68449,5508.13398,7496.71523,6433.511233,15.57%
7473.56699,5767.99982,6101.7248,6447.76387,14.02%
6904.28729,4983.51173,7456.66819,6448.155737,20.13%
8281.03009,6043.17089,5093.01917,6472.406717,25.29%
7977.35288,5482.88437,5970.58706,6476.941437,20.41%
6094.79378,4908.98899,8453.77819,6485.853653,27.82%
6330.59047,6005.27523,7213.32612,6516.397273,9.59%
6595.1308,5797.58069,7194.3706,6529.027363,10.73%
6807.8908,5505.06627,7305.11323,6539.356767,14.22%
7496.2751,5665.26071,6466.24128,6542.592363,14.03%
7067.47944,5010.06738,7713.41191,6596.986243,21.40%
6495.32518,5799.76294,7510.52505,6601.871057,13.03%
7766.94378,5853.97726,6209.74682,6610.22262,15.39%
7089.05992,5638.2358,7130.02187,6619.105863,12.84%
6461.87263,6143.32752,7342.01787,6649.072673,9.34%
6603.11374,5060.94549,8284.14437,6649.4012,24.24%
6782.4173,5148.07665,8037.38725,6655.9604,21.77%
6444.984,5834.57294,7707.49424,6662.350393,14.34%
6924.87713,5210.75768,7870.60814,6668.74765,20.22%
6434.08853,5737.87181,7874.80208,6682.25414,16.31%
6457.51253,5657.77701,7993.82657,6703.038703,17.71%
9110.7119,6611.76669,4392.32105,6704.933213,35.21%
7784.57379,6449.19273,5988.07157,6740.612697,13.84%
8369.00821,7115.19105,4770.94203,6751.713763,27.05%
6765.75906,5722.7012,7813.47927,6767.313177,15.45%
8114.49345,6034.55897,6233.74114,6794.26452,16.89%
8363.43202,6338.93292,5689.78678,6797.383907,20.52%
6770.72842,5913.88985,8038.45288,6907.690383,15.47%
7320.37962,5491.02707,7954.24422,6921.883637,18.48%
6773.12414,5911.05921,8112.81059,6932.331313,16.00%
9076.5792,7016.95967,4925.64343,7006.3941,29.62%
7137.244,5608.51032,8290.0542,7011.936173,19.18%
7614.34894,4962.34979,8501.77404,7026.15759,26.21%
8507.59249,6697.59778,6045.39896,7083.529743,18.01%
7391.46801,5803.92743,8114.39227,7103.26257,16.64%
7607.3061,6494.9979,7300.2014,7134.168467,8.05%
7987.8113,5426.27595,8038.89265,7150.9933,20.89%
8359.16674,6612.8784,6560.39471,7177.47995,14.26%
9305.28724,6276.17411,6019.71938,7200.393577,25.38%
6914.00656,5605.39699,9227.99771,7249.133753,25.31%
7530.37103,5751.38717,8486.78276,7256.18032,19.13%
7859.80804,6608.35178,7316.01138,7261.3904,8.64%
7490.076,5787.85508,8569.57305,7282.501377,19.26%
9177.71093,6742.92635,5988.72322,7303.120167,22.82%
7865.45353,5379.93005,8713.98648,7319.79002,23.67%
7802.08302,5953.99596,8271.28448,7342.454487,16.69%
8036.89995,5933.08952,8089.84148,7353.276983,16.73%
7437.20633,7057.74113,7781.66868,7425.538713,4.88%
8567.73621,7256.77643,6489.91473,7438.142457,14.13%
9935.29517,6888.30038,5646.28186,7489.959137,29.46%
8755.55569,5680.49235,8126.02142,7520.68982,21.60%
7966.29206,6504.80652,8412.2897,7627.796093,13.08%
8440.9646,6813.65179,7686.58462,7647.067003,10.65%
8143.45037,6629.8849,8201.53864,7658.291303,11.64%
9308.64062,7368.99312,6346.64455,7674.75943,19.60%
8008.50466,6607.94632,8424.30092,7680.250633,12.39%
7737.15503,6453.31107,8924.96796,7705.144687,16.04%
7902.76941,6152.77237,9089.72722,7715.089667,19.15%
9663.37711,6858.44634,6632.13746,7717.98697,21.88%
8361.78044,6400.87167,8397.83905,7720.16372,14.80%
8040.25568,5819.62933,9403.00816,7754.297723,23.33%
7843.87813,6954.39912,8665.92166,7821.399637,10.94%
9515.85524,6589.37209,7460.7128,7855.313377,19.13%
9447.22247,6930.93748,7293.3926,7890.517517,17.24%
8224.04622,6782.62796,8669.61126,7892.095147,12.50%
8582.52754,6547.32277,8570.01393,7899.954747,14.83%
10012.52813,6543.62005,7158.57978,7904.90932,23.42%
8895.49847,7460.79514,7374.77036,7910.354657,10.80%
11055.87262,5424.83811,7278.37323,7919.694653,36.24%
8076.1538,8063.19579,7787.50734,7975.618977,2.04%
8164.75361,7570.02217,8339.03885,8024.604877,5.02%
8673.44225,7923.07031,7555.74408,8050.752213,7.08%
8057.20785,8076.1538,8076.1538,8069.838483,0.14%
3441.99197,9839.66507,11063.95267,8115.203237,50.44%
8129.21759,8129.21759,8164.4722,8140.969127,0.25%
9350.70049,7503.21452,7617.37441,8157.096473,12.69%
9482.95649,6480.65345,8511.2674,8158.292447,18.78%
8168.88997,6709.45434,9624.08164,8167.475317,17.84%
8978.36841,6928.70775,8631.15362,8179.409927,13.41%
8823.84888,6476.99327,9256.7031,8185.848417,18.27%
9248.80147,6428.78205,8885.824,8187.802507,18.74%
9085.72875,7057.18433,8541.32886,8228.080647,12.76%
8989.93998,7711.76725,8005.64225,8235.78316,8.13%
6668.07495,8074.45958,9966.59206,8236.37553,20.10%
9355.2497,7370.88524,8076.55955,8267.56483,12.17%
9081.24613,6628.40299,9103.33144,8270.99352,17.20%
8443.43538,7733.61842,8679.51691,8285.52357,5.94%
10279.67307,7076.70649,7605.78932,8320.72296,20.64%
9092.90031,7147.43733,8729.69733,8323.34499,12.43%
8764.66194,7994.13282,8300.01039,8352.93505,4.64%
8788.98263,7193.51038,9126.29096,8369.594657,12.33%
8841.03882,7537.90139,8774.40048,8384.446897,8.75%
9755.71104,7844.60889,7598.59327,8399.637733,14.06%
8987.38725,7496.75107,8783.2383,8422.458873,9.60%
8731.87896,8320.69337,8243.63173,8432.06802,3.11%
9969.22651,7489.12578,7929.18884,8462.51371,15.64%
9614.82684,7738.82135,8046.99043,8466.87954,11.88%
9644.45977,7735.18823,8022.13441,8467.260803,12.16%
9238.44043,7260.6169,9003.61039,8500.88924,12.71%
8325.61254,7621.38441,9556.90635,8501.3011,11.52%
9129.9107,7367.33623,9105.54439,8534.263773,11.84%
9229.84925,7511.80441,8891.53934,8544.397667,10.65%
8682.08436,7997.80974,9057.48345,8579.12585,6.26%
9763.33852,6861.5403,9116.55618,8580.478333,17.75%
9355.34353,7335.51247,9072.05368,8587.63656,12.73%
9699.30142,7231.77886,8945.1526,8625.41096,14.66%
9787.47738,6983.44882,9121.04666,8630.65762,16.97%
9357.6175,7221.24154,9337.25379,8638.704277,14.21%
8938.16887,8882.86903,8138.62683,8653.221577,5.16%
9953.52415,7280.34953,8835.51318,8689.79562,15.45%
9100.65245,7443.7277,9613.25074,8719.210297,13.01%
9237.51708,9138.30685,7830.01153,8735.278487,8.99%
8929.5132,8037.97461,9358.23704,8775.241617,7.68%
9774.7431,7240.09755,9456.91751,8823.919387,15.65%
9243.57668,7672.13808,9745.22222,8886.978993,12.17%
10401.57785,7205.55833,9238.50884,8948.54834,18.08%
9895.19002,8944.02877,8129.21759,8989.478793,9.83%
10313.59647,7639.14701,9206.92339,9053.22229,14.84%
10239.27982,7232.56896,9773.35335,9081.734043,17.82%
10069.55172,9845.83594,10466.17311,10127.18692,3.10%
9833.12505,10289.13297,10550.52107,10224.2597,3.55%
10959.58587,9602.64979,11283.37454,10615.2034,8.40%
11297.56259,9675.02814,11144.40185,10705.66419,8.37%
11155.23807,11155.23807,10496.70618,10935.72744,3.48%
11253.88024,11297.56259,11956.50398,11502.64894,3.42%
12207.01219,11378.16941,11155.23807,11580.13989,4.79%
11820.47968,13141.02865,11297.56259,12086.35697,7.86%
12322.81274,12136.65585,12794.82839,12418.09899,2.73%
12300.56951,12849.96645,12130.11985,12426.88527,3.03%
13009.02409,11928.6097,12585.36156,12507.66512,4.35%
18932.93778,12325.51153,7501.16286,12919.87072,44.42%
18003.11389,11207.56702,10398.40393,13203.02828,31.63%
10536.96112,16749.75463,14148.64215,13811.78597,22.59%
19961.27933,12156.17531,9431.19335,13849.54933,39.46%
17715.94306,11865.4537,12263.90888,13948.43521,23.44%
19565.66675,13479.11901,10586.40824,14543.73133,31.51%
17889.54425,11647.0727,14559.06235,14698.55977,21.25%
19840.46343,10935.07179,13993.71983,14923.08502,30.32%
13205.86466,16754.30705,15108.65767,15022.94313,11.82%
16394.65235,12802.64478,16237.47795,15144.92503,13.40%
19640.22704,10823.80355,15232.4763,15232.16896,28.94%
19035.35181,13427.38648,13825.60104,15429.44644,20.28%
15283.05868,15333.69251,15679.53202,15432.0944,1.40%
19515.33708,11615.77263,15775.36276,15635.49082,25.27%
17660.84628,14357.47144,15472.35572,15830.22448,10.62%
19193.56886,13080.66691,16031.52083,16101.91887,18.99%
16744.38923,12857.46568,19711.14876,16437.66789,20.91%
20131.57174,13206.54692,16474.37215,16604.1636,20.86%
16332.18189,11120.51953,22518.91293,16657.20478,34.26%
19269.13579,12254.47038,18490.66153,16671.42257,23.06%
16967.28102,16092.2753,16967.28102,16675.61245,3.03%
16778.83086,11584.7643,22124.44344,16829.3462,31.31%
19329.81101,14451.96584,17419.36251,17067.04645,14.40%
18501.5403,11577.84926,21325.15357,17134.84771,29.27%
16080.22948,16967.28102,18372.81191,17140.10747,6.74%
17819.00388,11275.70455,22345.19281,17146.63375,32.46%
19409.28215,11362.54813,21560.8034,17444.21123,30.82%
18243.99122,12278.6617,21846.21563,17456.28952,27.68%
19553.29474,13703.16937,19445.4947,17567.3196,19.05%
17567.50523,13435.02616,21888.24865,17630.26001,23.98%
18476.87399,14221.55033,20311.52329,17669.98254,17.68%
18119.61327,12885.27474,22205.46319,17736.78373,26.34%
18345.02954,13023.82731,21922.82712,17763.89466,25.21%
17954.12847,18633.41384,16956.56773,17848.03668,4.73%
17044.83507,13084.0049,23736.0167,17954.95222,29.99%
20430.83794,12433.34968,21613.99813,18159.39525,27.50%
19092.83115,12394.5864,23423.37212,18303.59656,30.36%
19978.25241,12100.01029,23764.29181,18614.18484,31.97%
21019.06542,12124.7179,23116.8401,18753.54114,31.12%
17875.92744,13974.65392,25128.89139,18993.15758,29.80%
18211.58332,12984.63908,25947.51046,19047.91095,34.24%
20564.90167,20564.90167,20564.90167,20564.90167,0.00%
18623.48768,19784.63652,23315.22228,20574.44883,11.88%
21500.60412,19646.24852,21884.12042,21010.32435,5.70%
20819.87426,24109.16431,20250.76913,21726.60257,9.59%
29100.1619,22858.57553,14362.87831,22107.20525,33.46%
22254.6009,24039.77125,21569.6788,22621.35032,5.64%
21884.12042,21884.12042,27425.49755,23731.24613,13.48%
30741.34879,23420.21511,17490.81256,23884.12549,27.79%
29601.75939,22145.89545,20158.48538,23968.71341,20.77%
31658.98058,23453.98725,16873.6093,23995.52571,30.87%
32029.17439,24687.98833,17881.21415,24866.12562,28.46%
30500.76707,20836.41138,24677.68532,25338.28792,19.20%
27802.0051,24648.94979,24168.03289,25539.66259,7.73%
32648.18631,22341.46671,21714.79996,25568.15099,24.01%
26920.70604,21880.67932,29462.94752,26088.11096,14.79%
32152.88217,22157.27007,24555.10442,26288.41889,19.85%
31545.057,23575.00282,24188.19366,26436.08449,16.78%
28049.59298,22680.72464,28878.57796,26536.29853,12.68%
30564.77264,25129.2307,24164.68394,26619.56243,12.96%
28248.6142,26864.11057,24825.07313,26645.93263,6.46%
31696.18056,25298.55599,22961.54528,26652.09394,16.97%
31226.54403,25720.34813,23245.12546,26730.67254,15.28%
30360.40431,23861.4746,27312.42713,27178.10201,11.96%
29394.7948,22876.06799,30089.25809,27453.37363,14.49%
28217.98652,24478.0384,29708.63975,27468.22156,9.81%
32351.7511,22986.41181,27304.35462,27547.50584,17.02%
27511.93975,25129.10874,30226.01542,27622.35464,9.23%
27482.17092,24440.05102,31007.76777,27643.3299,11.89%
30955.70794,21573.88495,30685.7469,27738.4466,19.25%
29519.52215,24923.21155,29090.20555,27844.31308,9.12%
30431.75475,25106.73546,28490.5543,28009.6815,9.62%
27222.82004,25313.40387,31913.19997,28149.80796,12.06%
34943.43213,24196.696,25452.64769,28197.59194,20.84%
29425.26862,23021.52989,32349.36522,28265.38791,16.88%
29410.86246,24590.51581,30818.73918,28273.37248,11.55%
31753.63374,23984.17358,29197.61073,28311.80602,13.99%
30296.3674,22358.85946,32913.25798,28522.82828,19.27%
31615.19219,24972.66335,30243.56515,28943.8069,12.12%
31658.0542,24369.95105,31902.643,29310.21608,14.60%
29911.88567,24469.6213,33731.76764,29371.09154,15.85%
35957.28454,24449.96913,28323.7293,29576.99432,19.80%
30249.39221,33760.30185,32119.30364,32042.99923,5.48%
30688.96481,34246.64742,33174.53415,32703.38213,5.58%
38615.934,35213.12778,24466.37116,32765.14431,22.54%
31311.88036,33316.25323,34337.18621,32988.43993,4.67%
43053.73914,36519.69021,22770.91504,34114.78146,30.35%
40569.41882,35439.82395,28268.69999,34759.31425,17.78%
36848.30722,36586.70672,31376.44468,34937.15287,8.83%
38916.4174,41456.05419,27167.15583,35846.54247,21.27%
39846.00317,35382.3828,36790.65392,37339.67996,6.11%
37024.78498,36434.41358,38633.23517,37364.14458,3.05%
39974.03686,35217.04385,37629.94915,37607.00995,6.32%
35833.02753,32419.03957,45510.00759,37920.69156,17.91%
40331.12536,38761.01498,36504.49996,38532.21343,4.99%
37528.20967,38170.10276,40994.45185,38897.58809,4.74%
39604.05396,34520.88664,42744.03161,38956.32407,10.65%
45452.04786,35433.31911,36383.40142,39089.58946,14.15%
38904.92997,38470.76123,39910.54423,39095.41181,1.89%
39119.40338,39712.01267,39723.21316,39518.20974,0.87%
41215.35056,35581.82428,42021.91101,39606.36195,8.86%
37817.18703,34934.81812,46123.70966,39625.23827,14.66%
39051.64614,38987.11725,41034.89573,39691.21971,2.93%
37692.71552,38121.47072,43519.30892,39777.83172,8.16%
38509.52934,39577.67275,42185.52366,40090.90858,4.72%
39499.2253,39013.08218,42941.71625,40484.67458,5.29%
38378.31144,36873.20754,46359.40999,40536.97632,12.58%
38717.16099,37226.92043,45789.73484,40577.93875,11.27%
48789.95932,36677.1248,36334.83788,40600.64067,17.47%
42656.03172,38842.16299,41709.14597,41069.11356,4.84%
43163.96665,35473.94356,45136.67766,41258.19596,12.37%
47208.19329,37121.15386,40643.84006,41657.72907,12.29%
44889.1998,36548.92791,45275.83379,42237.98717,11.67%
44011.14218,37118.45471,46084.54801,42404.71497,11.07%
43741.5828,37350.71487,46464.90425,42519.06731,11.00%
40346.20905,37509.73471,50156.30832,42670.75069,15.55%
44089.96869,36908.45484,47347.44638,42781.95664,12.48%
42086.64725,37536.07307,48996.22489,42872.98174,13.46%
46082.06415,36083.63999,46872.70843,43012.80419,13.98%
51899.35591,38372.29779,45054.62531,45108.75967,14.99%
69336.58954,79229.24937,85370.31771,77978.71887,10.37%
80534.03743,76379.52015,89398.6524,82104.06999,8.10%
82254.06086,81158.90139,88655.663,84022.87508,4.82%
